embedding_id,author,compute_herdans_v,compute_brunets_w,tuldava_ln_ttr,simpsons_index,sichel_s_measure,orlov_sigma,pos_frequencies_pos_frequencies_ADJ,pos_frequencies_pos_frequencies_ADP,pos_frequencies_pos_frequencies_ADV,pos_frequencies_pos_frequencies_AUX,pos_frequencies_pos_frequencies_CCONJ,pos_frequencies_pos_frequencies_DET,pos_frequencies_pos_frequencies_INTJ,pos_frequencies_pos_frequencies_NOUN,pos_frequencies_pos_frequencies_NUM,pos_frequencies_pos_frequencies_PART,pos_frequencies_pos_frequencies_PRON,pos_frequencies_pos_frequencies_PROPN,pos_frequencies_pos_frequencies_PUNCT,pos_frequencies_pos_frequencies_SCONJ,pos_frequencies_pos_frequencies_SYM,pos_frequencies_pos_frequencies_VERB,pos_frequencies_pos_frequencies_X,yules_k_characteristic,honores_r,renyis_entropy,perplexity,burstiness,hapax_dislegomena_rate,dugast_vmi,average_word_length,prosodic_patterns,compute_inversion_frequencies_classic_inversion,compute_inversion_frequencies_expletive_inversion,compute_inversion_frequencies_emphatic_inversion,clauses_per_sentence,modifiers_per_noun_phrase,coordinated_phrases_per_sentence,coordinate_phrases_ratio,sentence_length_variation,clause_length_variation,dependent_clauses_ratio,subordination_index,average_sentence_depth,compute_average_dependency_distance,frazier_depth,branching_factor_for_text,compute_hierarchical_structure_complexity,compute_yngve_depth,long_word_rate,short_word_rate,lexical_density,calculate_embedded_clause_ratio,ratio_of_stressed_syllables,pairwise_variability_index,compute_zipfian_loss,frequent_delimiters_rate,preposition_usage_in,preposition_usage_of,preposition_usage_to,preposition_usage_for,preposition_usage_with,preposition_usage_on,preposition_usage_at,preposition_usage_by,preposition_usage_from,preposition_usage_up,preposition_usage_about,preposition_usage_into,preposition_usage_over,preposition_usage_after,lessfrequent_delimiters_rate,parentheticals_and_brackets_rate,calculate_cumulative_syntactic_complexity,average_syntactic_branching_factor,calculate_structural_complexity_index,lexical_overlap,analyze_passiveness_average_passiveness,analyze_passiveness_std_passiveness,ratio_of_cleft_sentences,calculate_noun_overlap,pronoun_sentence_opening_ratio,ratio_of_sentence_initial_conjunctions,calculate_fronted_adverbial_ratio,rare_words_ratio,summer_index,dale_chall_complex_words_rate,guirauds_index,syll_per_word,average_sentence_length,normalized_assonance,normalized_alliteration,tempo_variation,rhythmic_complexity,complex_words_rate,detailed_conjunctions_usage_coordinating,detailed_conjunctions_usage_subordinating,detailed_conjunctions_usage_correlative,auxiliary_infipart_modals_usage_rate_1,auxiliary_infipart_modals_usage_rate_2,auxiliary_infipart_modals_usage_rate_3,auxiliary_infipart_modals_usage_rate_4,sentence_type_ratio_simple,sentence_type_ratio_compound,sentence_type_ratio_complex,sentence_type_ratio_compound-complex,figurative_vs_literal_ratio,flesch_reading_ease,GFI,coleman_liau_index,ari,dale_chall_readability_score,lix,smog_index,rix
1.0,3110.0,0.8736591236820117,12.477827771111999,0.8736591236820117,0.9882384567547257,19.964671065211697,9.535900765073896,0.059848733969089116,0.1035843472541927,0.049983558040118385,0.05195659322591253,0.043735613285103586,0.10194015126603091,0.001644195988161789,0.18184807629069386,0.007563301545544229,0.02236106543900033,0.09898059848733969,0.047024005261427165,0.10555738243998684,0.015455442288720816,0.0003288391976323578,0.10654390003288391,0.001644195988161789,114.32704047641782,3117.611134928102,6.409778819546755,1.0019172061781099,1.0546058414836228,0.04143373890167708,400.7944755014798,3.9444261756001318,19.013966608038654,0.15568862275449102,0.03592814371257485,0.011976047904191617,1.5688622754491017,0.8433908045977011,0.8023952095808383,0.5562913907284768,19.013966608038654,9.273038615683047,3.2275449101796405,0.4349315068493151,3.5209580838323356,3.419276270006959,3.5209580838323356,2.3731340497655613,2.6198618875369943,9.020066144766743,0.15685629727063466,0.5208812890496547,0.3982242683327853,0.47305389221556887,0.29406474820143885,0.4872163807415606,-0.05345387485655802,0.08582703058204538,0.19937694704049844,0.23052959501557632,0.19314641744548286,0.07476635514018691,0.06853582554517133,0.06542056074766354,0.028037383177570093,0.018691588785046728,0.04984423676012461,0.01557632398753894,0.006230529595015576,0.021806853582554516,0.006230529595015576,0.021806853582554516,0.005261427162117725,0.0019730351857941467,317.0,1.8982035928143712,10.053892215568863,0.7303518579414666,0.0874251497005988,0.23296568602371157,0.11377245508982035,0.3652694610778443,0.20359281437125748,0.0,0.1377245508982036,0.5392962841170668,2.1063249846948167,0.1400735294117647,20.019852034954695,2.5596843143702728,18.209580838323355,0.0,0.02741269245212167,26.94704323060244,0.48715950590180646,0.4899704044722131,0.055244985202236106,0.020059191055573824,0.0,0.02663597500822098,0.01183821111476488,0.00591910555738244,0.007892140743176587,0.49700598802395207,0.17964071856287425,0.2155688622754491,0.10778443113772455,0.1317365269461078,66.47,11.28,8.07,10.6,8.36,41.73,11.0,3.99
2.0,3110.0,0.818388211789971,15.246141283185006,0.818388211789971,0.9851499999999997,10.409444649425842,8.726309873177252,0.055,0.09,0.064375,0.08125,0.03875,0.075625,0.0,0.121875,0.00375,0.051875,0.125,0.025,0.105,0.04125,0.0,0.12125,0.0,142.25,1786.8676199696406,6.073393258748664,1.0031595047691682,0.9171096866296996,0.04,109.725625,4.050625,20.748696351630965,0.32432432432432434,0.08108108108108109,0.0,4.45945945945946,0.9361702127659575,1.7297297297297298,0.6851851851851852,20.748696351630965,7.494164396382027,12.405405405405405,0.775,6.756756756756757,4.033269353806782,6.756756756756757,2.903594432928798,3.58625,17.126227676227675,0.176875,0.498125,0.3625,0.972972972972973,0.30353817504655495,0.508495145631068,-0.11322870260444637,0.050625,0.12307692307692308,0.19487179487179487,0.37435897435897436,0.046153846153846156,0.07179487179487179,0.08717948717948718,0.010256410256410256,0.010256410256410256,0.020512820512820513,0.005128205128205128,0.03076923076923077,0.010256410256410256,0.005128205128205128,0.010256410256410256,0.003125,0.00125,206.0,5.5675675675675675,24.405405405405403,0.84625,0.2594594594594595,0.3242116921541195,0.3783783783783784,0.7837837837837838,0.2972972972972973,0.0,0.35135135135135137,0.48125,2.816440638773057,0.10614525139664804,10.475,2.685,43.24324324324324,0.0,0.04384724186704385,31.9912332768548,0.4816726931967305,0.525625,0.04625,0.021875,0.0,0.045,0.0125,0.0125,0.013125,0.05405405405405406,0.08108108108108109,0.24324324324324326,0.6216216216216216,0.1891891891891892,49.62,17.23,9.12,19.3,7.95,60.41,12.8,7.73
3.0,3110.0,0.8464131221639305,13.487921432713703,0.8464131221639305,0.9860886771301461,17.965078113221352,14.076165444825797,0.050332383665717,0.11063627730294397,0.04795821462488129,0.06054131054131054,0.039886039886039885,0.09235517568850903,0.0023741690408357074,0.16263057929724598,0.018518518518518517,0.0251661918328585,0.07051282051282051,0.06600189933523266,0.1322412155745489,0.021604938271604937,0.0033238366571699905,0.09259259259259259,0.0033238366571699905,136.7390596577048,2520.959940267124,6.167596573127309,1.0013455789740315,1.0250679410246153,0.038461538461538464,324.44468186134856,4.094729344729345,20.977968969411787,0.13274336283185842,0.07079646017699115,0.02654867256637168,3.8230088495575223,0.8618899273104881,1.5221238938053097,0.6578073089700996,20.977968969411787,11.24054560225484,6.283185840707965,0.630718954248366,5.716814159292035,3.9507196877287143,5.716814159292035,2.636077716659004,3.2678062678062676,15.562089483770897,0.2101139601139601,0.5225546058879392,0.35351377018043684,0.7522123893805309,0.2761669024045262,0.4528838951310861,-0.12958983015951345,0.08594491927825261,0.15866388308977036,0.31941544885177453,0.22129436325678498,0.04592901878914405,0.06471816283924843,0.04801670146137787,0.029227557411273485,0.04592901878914405,0.037578288100208766,0.0041753653444676405,0.0020876826722338203,0.008350730688935281,0.0020876826722338203,0.012526096033402923,0.008784425451092117,0.013532763532763533,357.0,3.15929203539823,20.216814159292035,0.8143399810066477,0.3221238938053097,0.3963851066726876,0.37168141592920356,0.7433628318584071,0.1415929203539823,0.0,0.168141592920354,0.5759734093067427,2.6464169299092264,0.14145006839945282,18.01234803853591,2.685660018993352,37.27433628318584,0.0,0.028459821428571428,30.725689205160506,0.4957578784066953,0.5052231718898386,0.04700854700854701,0.023266856600189935,0.0,0.03205128205128205,0.00641025641025641,0.011633428300094967,0.013532763532763533,0.1415929203539823,0.23008849557522124,0.2920353982300885,0.336283185840708,0.2743362831858407,60.89,13.68,9.87,14.8,8.48,53.61,12.9,6.77
4.0,3110.0,0.8470973742229485,13.900642711957184,0.8470973742229485,0.9840991025699597,11.678016903775305,6.946067836838317,0.06358381502890173,0.11230388109000826,0.053674649050371594,0.06606110652353427,0.04459124690338563,0.10900082576383155,0.0033030553261767133,0.17258464079273328,0.004128819157720892,0.01486374896779521,0.11230388109000826,0.023121387283236993,0.12056151940545004,0.012386457473162676,0.0,0.0875309661436829,0.0,150.75133598496032,1792.329329082231,5.974747997766247,1.004265695667458,1.0275716684245513,0.057803468208092484,138.1345995045417,3.9355904211395543,18.581769952192744,0.15384615384615385,0.07692307692307693,0.0,1.8269230769230769,0.9873417721518988,1.0192307692307692,0.5446428571428571,18.581769952192744,10.565311281222895,3.25,0.4222222222222222,4.173076923076923,3.618636755823986,4.173076923076923,2.5041956263110112,2.9099917423616843,10.916309385059382,0.14616019818331957,0.49710982658959535,0.37737407101568954,0.4423076923076923,0.28308938025537217,0.47102803738317756,0.04807581180756358,0.08092485549132948,0.13392857142857142,0.20535714285714285,0.23214285714285715,0.05357142857142857,0.08035714285714286,0.08928571428571429,0.044642857142857144,0.026785714285714284,0.07142857142857142,0.0,0.026785714285714284,0.026785714285714284,0.008928571428571428,0.0,0.013212221304706853,0.00495458298926507,117.0,2.25,12.76923076923077,0.7960363336085879,0.06153846153846155,0.20110640711386726,0.19230769230769232,0.5769230769230769,0.4423076923076923,0.0,0.07692307692307693,0.5194054500412882,2.2165700142539984,0.12206572769953052,11.753067663573699,2.651527663088357,23.28846153846154,0.0,0.02857142857142857,26.880158098647485,0.49256047285060534,0.5260115606936416,0.05037159372419488,0.010734929810074319,0.0,0.04128819157720892,0.005780346820809248,0.006606110652353427,0.010734929810074319,0.42307692307692313,0.2884615384615385,0.13461538461538464,0.15384615384615388,0.28846153846153844,66.67,11.31,8.18,10.7,7.68,40.54,11.0,3.65
5.0,3110.0,0.8454777017653,13.94718020870506,0.8454777017653,0.9882458959951714,12.98087914445335,7.270533283825256,0.05785123966942149,0.0820543093270366,0.04604486422668241,0.06847697756788666,0.04132231404958678,0.09268004722550177,0.004722550177095631,0.17473435655253838,0.021251475796930343,0.024203069657615112,0.10153482880755609,0.05371900826446281,0.11629279811097992,0.015348288075560802,0.0005903187721369539,0.09622195985832349,0.0029515938606847697,111.63785232691534,1892.186402364381,6.410691620758902,1.0031952708404202,1.144686178999885,0.04073199527744982,170.22963400236128,3.899055489964581,29.730600384836393,0.06976744186046512,0.046511627906976744,0.023255813953488372,1.4069767441860466,0.7674418604651163,0.813953488372093,0.4785276073619632,29.730600384836393,11.192226379123149,3.4302325581395348,0.44516129032258067,3.3488372093023258,3.7002487562189055,3.3488372093023258,2.241707235064508,3.4427390791027155,8.683178583272634,0.16587957497048406,0.5401416765053129,0.37485242030696575,0.36046511627906974,0.29550883898709984,0.4874433923425278,-0.06996175689365652,0.08559622195985832,0.16,0.22666666666666666,0.25333333333333335,0.03333333333333333,0.08666666666666667,0.09333333333333334,0.013333333333333334,0.02666666666666667,0.06666666666666667,0.013333333333333334,0.0,0.0,0.013333333333333334,0.013333333333333334,0.0029515938606847697,0.0035419126328217238,215.0,2.5,11.098837209302326,0.807556080283353,0.06279069767441862,0.18175277844260396,0.2441860465116279,0.45348837209302323,0.26744186046511625,0.0,0.06976744186046512,0.5507674144037781,2.3278877165366367,0.13026052104208416,13.04720790063381,2.4710743801652892,19.697674418604652,0.0,0.02874331550802139,39.61859297957094,0.48681761332867785,0.4639905548996458,0.04604486422668241,0.01475796930342385,0.0,0.047815820543093274,0.00885478158205431,0.005312868949232586,0.006493506493506494,0.616279069767442,0.11627906976744187,0.0930232558139535,0.17441860465116282,0.11627906976744186,65.35,11.27,8.07,11.0,7.81,43.02,10.6,4.34
6.0,84.0,0.8468928283433286,13.776586674704097,0.8468928283433286,0.9869347980935568,14.84634625694834,9.642677669794551,0.08623548922056384,0.12023217247097844,0.04021558872305141,0.057628524046434496,0.04145936981757877,0.08291873963515754,0.00041459369817578774,0.2325870646766169,0.01451077943615257,0.01451077943615257,0.03233830845771144,0.03275290215588723,0.11857379767827529,0.03399668325041459,0.0012437810945273632,0.087893864013267,0.0024875621890547263,126.50608208267673,2028.8152527914801,6.258126769887277,1.002286389087449,1.0120651553564297,0.05099502487562189,222.1492537313433,4.8635986733001655,11.159570380634392,0.2236842105263158,0.02631578947368421,0.0,3.6973684210526314,0.896875,1.3289473684210527,0.5786516853932584,11.159570380634392,8.937246533347498,6.0,0.6185567010309279,5.592105263157895,3.720890410958904,5.592105263157895,2.548259106508251,2.953150912106136,14.153837719298245,0.3018242122719735,0.4519071310116086,0.4469320066334992,0.8289473684210527,0.25886430285257267,0.41048413300119135,-0.09919862371138014,0.08499170812603649,0.20216606498194944,0.33935018050541516,0.19855595667870035,0.05054151624548736,0.036101083032490974,0.06498194945848375,0.02888086642599278,0.05054151624548736,0.010830324909747292,0.0,0.007220216606498195,0.007220216606498195,0.0036101083032490976,0.0,0.004560530679933665,0.014925373134328358,209.0,2.75,17.24342105263158,0.8130182421227198,0.3644736842105263,0.43216223420828925,0.17105263157894737,0.9473684210526315,0.09210526315789473,0.0,0.3157894736842105,0.6227197346600332,2.832057759571135,0.20178739416745062,14.904672211469238,3.1102819237147594,31.736842105263158,0.0,0.032716927453769556,16.127924158834894,0.49940382338179756,0.543117744610282,0.042703150912106136,0.022388059701492536,0.0,0.026533996683250415,0.006633499170812604,0.010364842454394693,0.017412935323383085,0.06578947368421052,0.17105263157894737,0.40789473684210525,0.35526315789473684,0.3026315789473684,27.96,15.32,14.51,18.0,9.02,63.09,17.4,9.1
7.0,409.0,0.8364146192044218,14.262571371185771,0.8364146192044218,0.981417102742559,13.837016752779228,12.399987411849777,0.08176352705410822,0.13507014028056114,0.026853707414829658,0.054509018036072145,0.0312625250501002,0.13066132264529057,0.0,0.2256513026052104,0.013627254509018036,0.024849699398797595,0.03807615230460922,0.04008016032064128,0.09418837675350701,0.02004008016032064,0.002004008016032064,0.08016032064128256,0.0012024048096192384,181.8209565423432,2104.0692022018684,5.749880740094809,1.002130648768733,0.9807806501929441,0.043687374749499,193.04048096192383,4.521442885771543,14.425380389606785,0.2647058823529412,0.06862745098039216,0.0,3.0098039215686274,1.138763197586727,0.7647058823529411,0.4756756756756757,14.425380389606785,10.695021612636236,3.8627450980392157,0.46596858638743455,4.9411764705882355,3.444630171333055,4.9411764705882355,2.444009622143372,3.0044088176352703,11.220444506473916,0.25490981963927856,0.5214428857715431,0.41442885771543087,0.6078431372549019,0.26767810026385225,0.4303372004770682,-0.017148007441170544,0.07374749498997996,0.10465116279069768,0.49709302325581395,0.18895348837209303,0.029069767441860465,0.02616279069767442,0.0377906976744186,0.029069767441860465,0.055232558139534885,0.011627906976744186,0.0,0.011627906976744186,0.005813953488372093,0.0029069767441860465,0.0,0.0032064128256513026,0.0028056112224448897,168.0,1.6470588235294117,13.053921568627452,0.825250501002004,0.23823529411764702,0.40098998022958304,0.21568627450980393,0.8725490196078431,0.1568627450980392,0.0,0.20588235294117646,0.5655310621242485,2.9735600245550198,0.16194690265486725,13.893900854760835,3.038076152304609,24.46078431372549,0.0,0.024498886414253896,20.82714094821691,0.49997382300324505,0.5102204408817635,0.035270541082164326,0.016432865731462926,0.0,0.029258517034068135,0.004408817635270541,0.008817635270541082,0.014428857715430862,0.27450980392156865,0.2549019607843137,0.29411764705882354,0.17647058823529413,0.16666666666666666,48.03,13.16,11.44,13.8,8.14,52.81,15.0,6.56
8.0,409.0,0.8374759768636105,14.22377906281373,0.8374759768636105,0.9794304790999221,13.791055159037331,12.77754157776929,0.10037328909166321,0.12484446287847366,0.02613023641642472,0.04935711323102447,0.03193695562007466,0.14392368311903775,0.00041476565740356696,0.22770634591455827,0.0037328909166321027,0.025300705101617586,0.03940273745333887,0.02613023641642472,0.09995852343425965,0.015761094981335544,0.0008295313148071339,0.08419742845292409,0.0,201.54755242674037,2418.128711033423,5.603347998397599,1.0021478908306924,0.9819977896698868,0.0414765657403567,191.78763998340938,4.798009124844463,13.592851474749027,0.2871287128712871,0.019801980198019802,0.0,2.6732673267326734,1.2826797385620916,0.7722772277227723,0.48148148148148145,13.592851474749027,9.189376166617473,3.8415841584158414,0.4791666666666667,4.752475247524752,3.435064935064935,4.752475247524752,2.5064142653761174,2.813355454168395,11.065696926835539,0.2841144753214434,0.501866445458316,0.4384072998755703,0.6336633663366337,0.24897119341563786,0.3907196386407966,-0.036401707481449226,0.06221484861053505,0.15483870967741936,0.4064516129032258,0.20967741935483872,0.041935483870967745,0.00967741935483871,0.054838709677419356,0.01935483870967742,0.05161290322580645,0.02258064516129032,0.0,0.00967741935483871,0.016129032258064516,0.0032258064516129032,0.0,0.00414765657403567,0.0008295313148071339,181.0,1.7920792079207921,12.831683168316832,0.8087930319369556,0.2316831683168317,0.3845868795662643,0.21782178217821782,0.8811881188118812,0.18811881188118812,0.0,0.1188118811881188,0.5636665284114475,3.0695549441860246,0.1774193548387097,13.848741458465074,3.225217751970137,23.871287128712872,0.0,0.017161410018552876,19.966440818162898,0.4967815465969091,0.5126503525508088,0.03774367482372459,0.015761094981335544,0.0,0.030692658647863958,0.004977187888842804,0.009954375777685608,0.007051016175860639,0.26732673267326734,0.21782178217821782,0.38613861386138615,0.12871287128712872,0.26732673267326734,31.62,13.28,13.52,15.2,8.2,56.23,15.8,7.23
9.0,409.0,0.8332016371536403,14.27848231323604,0.8332016371536403,0.9850331436832078,14.964476401823774,13.498344400370938,0.10276796230859835,0.11896348645465253,0.02767962308598351,0.05918727915194346,0.02944640753828033,0.11160188457008245,0.0,0.22438162544169613,0.005889281507656066,0.03415783274440518,0.054770318021201414,0.010011778563015312,0.10306242638398115,0.02326266195524146,0.0017667844522968198,0.09275618374558305,0.0002944640753828033,146.7239224140921,2068.0405098843994,6.062084964534217,1.0016105552563799,1.0907437306988712,0.042697290930506476,225.44905771495877,4.500294464075383,14.39678257214127,0.23648648648648649,0.060810810810810814,0.0,2.2567567567567566,1.1394472361809045,0.6959459459459459,0.4810606060606061,14.39678257214127,9.064745518072776,4.29054054054054,0.47703180212014135,4.77027027027027,3.4116379310344827,4.77027027027027,2.5039354749169327,2.8518845700824498,10.677247752247753,0.23409893992932862,0.4902826855123675,0.44758539458186103,0.6486486486486487,0.2715904650254006,0.43748989163836327,-0.10965822617155349,0.06949352179034157,0.11441647597254005,0.34324942791762014,0.2814645308924485,0.05034324942791762,0.032036613272311214,0.06178489702517163,0.009153318077803204,0.034324942791762014,0.029748283752860413,0.0,0.004576659038901602,0.018306636155606407,0.013729977116704805,0.006864988558352402,0.0032391048292108363,0.002944640753828033,274.0,1.8513513513513513,12.39864864864865,0.8436395759717314,0.20608108108108109,0.37940678293801205,0.16891891891891891,0.9054054054054054,0.22972972972972974,0.0,0.12162162162162163,0.5609540636042403,3.1429495789812756,0.15265922521339462,15.014961129318943,3.0141342756183747,22.945945945945947,0.0,0.025649566955363093,20.358959132202127,0.49969110713524467,0.5297408716136631,0.03739693757361602,0.01884570082449941,0.0,0.03769140164899882,0.006772673733804476,0.008539458186101296,0.012367491166077738,0.27702702702702703,0.23648648648648649,0.31756756756756754,0.16891891891891891,0.1891891891891892,50.67,12.04,11.55,12.8,7.89,49.48,13.9,5.47
10.0,409.0,0.8420843273740358,14.009630440408007,0.8420843273740358,0.9793472384421125,14.206222512736785,12.45383180591425,0.07731305449936629,0.1271651880016899,0.022813688212927757,0.043092522179974654,0.033375580904098014,0.1512463033375581,0.0004224757076468103,0.2526404731727926,0.009294465568229826,0.021123785382340516,0.0287283481199831,0.033375580904098014,0.10942120828052387,0.011829319814110688,0.0021123785382340513,0.07604562737642585,0.0,202.30285850240838,2019.4564625478297,5.597521487089125,1.0022431136292216,1.0581597945821997,0.049429657794676805,203.47950992817914,4.446556822982679,18.246476900235653,0.17708333333333334,0.010416666666666666,0.0,2.6145833333333335,1.0841949778434268,0.8333333333333334,0.4971751412429379,18.246476900235653,12.82846089808148,3.3333333333333335,0.42857142857142855,4.645833333333333,3.5746367239101717,4.645833333333333,2.538902721975236,3.1994085340092946,10.902065498159246,0.24334600760456274,0.5061258977608788,0.4288128432615125,0.5104166666666666,0.2634267367192061,0.4213760694059525,0.1571818122406033,0.0697084917617237,0.12627986348122866,0.41638225255972694,0.19112627986348124,0.03754266211604096,0.020477815699658702,0.05802047781569966,0.017064846416382253,0.05802047781569966,0.04436860068259386,0.0,0.006825938566552901,0.013651877133105802,0.006825938566552901,0.0034129692832764505,0.0012674271229404308,0.004647232784114913,154.0,1.6041666666666667,13.130208333333334,0.819602872834812,0.18958333333333335,0.3404895882728608,0.14583333333333334,0.7708333333333334,0.07291666666666667,0.0,0.10416666666666667,0.574566962399662,2.7332863321916987,0.17125237191650855,14.26462442296253,2.8948035487959443,24.65625,0.0,0.02171814671814672,27.664280064607784,0.4999770656019616,0.49978876214617657,0.037177862272919304,0.010139416983523447,0.0,0.024503591043515,0.0038022813688212928,0.007182087029995775,0.010561892691170258,0.3541666666666667,0.25,0.21875,0.17708333333333334,0.09375,47.32,13.64,11.67,14.4,8.52,53.24,14.5,6.66
