embedding_id,author,compute_herdans_v,compute_brunets_w,tuldava_ln_ttr,simpsons_index,sichel_s_measure,orlov_sigma,pos_frequencies_pos_frequencies_ADJ,pos_frequencies_pos_frequencies_ADP,pos_frequencies_pos_frequencies_ADV,pos_frequencies_pos_frequencies_AUX,pos_frequencies_pos_frequencies_CCONJ,pos_frequencies_pos_frequencies_DET,pos_frequencies_pos_frequencies_INTJ,pos_frequencies_pos_frequencies_NOUN,pos_frequencies_pos_frequencies_NUM,pos_frequencies_pos_frequencies_PART,pos_frequencies_pos_frequencies_PRON,pos_frequencies_pos_frequencies_PROPN,pos_frequencies_pos_frequencies_PUNCT,pos_frequencies_pos_frequencies_SCONJ,pos_frequencies_pos_frequencies_SYM,pos_frequencies_pos_frequencies_VERB,pos_frequencies_pos_frequencies_X,yules_k_characteristic,honores_r,renyis_entropy,perplexity,burstiness,hapax_dislegomena_rate,dugast_vmi,average_word_length,prosodic_patterns,compute_inversion_frequencies_classic_inversion,compute_inversion_frequencies_expletive_inversion,compute_inversion_frequencies_emphatic_inversion,clauses_per_sentence,modifiers_per_noun_phrase,coordinated_phrases_per_sentence,coordinate_phrases_ratio,sentence_length_variation,clause_length_variation,dependent_clauses_ratio,subordination_index,average_sentence_depth,compute_average_dependency_distance,frazier_depth,branching_factor_for_text,compute_hierarchical_structure_complexity,compute_yngve_depth,long_word_rate,short_word_rate,lexical_density,calculate_embedded_clause_ratio,ratio_of_stressed_syllables,pairwise_variability_index,compute_zipfian_loss,frequent_delimiters_rate,preposition_usage_in,preposition_usage_of,preposition_usage_to,preposition_usage_for,preposition_usage_with,preposition_usage_on,preposition_usage_at,preposition_usage_by,preposition_usage_from,preposition_usage_up,preposition_usage_about,preposition_usage_into,preposition_usage_over,preposition_usage_after,lessfrequent_delimiters_rate,parentheticals_and_brackets_rate,calculate_cumulative_syntactic_complexity,average_syntactic_branching_factor,calculate_structural_complexity_index,lexical_overlap,analyze_passiveness_average_passiveness,analyze_passiveness_std_passiveness,ratio_of_cleft_sentences,calculate_noun_overlap,pronoun_sentence_opening_ratio,calculate_fronted_adverbial_ratio,rare_words_ratio,summer_index,dale_chall_complex_words_rate,guirauds_index,syll_per_word,average_sentence_length,normalized_alliteration,tempo_variation,rhythmic_complexity,complex_words_rate,detailed_conjunctions_usage_coordinating,detailed_conjunctions_usage_subordinating,auxiliary_infipart_modals_usage_rate_1,auxiliary_infipart_modals_usage_rate_2,auxiliary_infipart_modals_usage_rate_3,auxiliary_infipart_modals_usage_rate_4,sentence_type_ratio_simple,sentence_type_ratio_compound,sentence_type_ratio_complex,sentence_type_ratio_compound-complex,figurative_vs_literal_ratio,flesch_reading_ease,GFI,coleman_liau_index,ari,dale_chall_readability_score,lix,smog_index,rix
1.0,3110.0,0.758793498232001,0.15804791847959954,0.758793498232001,0.9231884676798743,1.0,0.4046450601834921,0.28922524745308403,0.36747078633226815,0.591596876941829,0.46809428486629034,0.5927998412093477,0.5035253525814158,0.25827513504901856,0.3671992250777924,0.07906645490952363,0.46543840767247857,0.7655480491334241,0.23769052339214672,0.24723782245461395,0.32302745667084276,0.01449735848049421,0.696861743633823,0.018372474124098405,0.10120027976915393,0.959913428205989,0.8652334810109429,0.059019094802972495,0.45254638014122806,0.233562724673556,1.0,0.23399700286061728,0.244896655276649,0.2772360149463261,0.14862189152519645,0.2275449101796405,0.11145011212886526,0.4020649349940708,0.1866814259409487,0.5367734991476688,0.244896655276649,0.2100666063933841,0.1680047095600273,0.44035575265993204,0.13129528379154942,0.14064796420959008,0.13129528379154942,0.4136302039459865,0.21915525491609714,0.12224818629744164,0.17999361910399903,0.6318810704959185,0.5389537849497914,0.3705617950679402,0.7869571874697178,0.7680121236267582,0.1876665708598403,0.29356947370714953,0.5016045709757413,0.25763244530459406,0.4150683906484775,0.4315828369037236,0.4667556064084093,0.4630181781579591,0.21435228331780012,0.1414175336579709,0.4236760124610592,0.31152647975077796,0.11220591759349212,0.36373623926421433,0.14066506192195863,0.4673312297094373,0.12612404995185827,0.06409312174030399,0.6007187063286086,0.30186715205390213,0.10911325456068478,0.44368830905426665,0.05680774236136057,0.22902278852807983,0.21129170230966626,0.10005192563360098,0.4071856287425148,0.29075182967398544,0.16774663584667676,0.12715372746542075,0.31258842552604343,1.0,0.46588304593711,0.09750812374066586,0.5808174993713242,0.2961314480462016,0.4879998894123959,0.5502949975955376,0.6597083892363801,0.5393342184516499,0.4251698075142103,0.5107990786428337,0.19328097017360357,0.22621225252551652,0.7530480756179843,0.3428377252947677,0.32953042582667197,0.1425999808540522,0.2723180908819292,0.7662111764619174,0.25169508937743995,0.1890495867768598,0.18263090676883775,0.4097151055544167,0.17513323619233948,0.22518765638031757,0.15352168722642276
2.0,3110.0,0.28150503236286767,0.6690502193716151,0.28150503236286767,0.7850564636117501,0.24622970714015574,0.3593733206112529,0.2407300678747282,0.22781683396673183,0.81716194043025,0.8131996133273809,0.4998314908001288,0.28645668321701256,0.0,0.08170273424709189,0.03632869129964565,1.0,0.9834184672276273,0.1263665876985173,0.24441634338617166,0.9322013521090926,0.0,0.8400646962113312,0.0,0.22655950078568693,0.24735063480908132,0.6661614790498432,0.13835652878565366,0.05786302711526161,0.20788442951704897,0.16618509376359897,0.29834750937949417,0.2797590647818539,0.6318978694903047,0.33540345790145704,0.0,0.6032332073779505,0.5047351909054919,0.5034413168092462,0.7543980266262246,0.2797590647818539,0.1119867810552431,1.0,1.0,0.8383697235694031,0.34290415798242546,0.8383697235694031,1.0,0.5803776100968521,0.6153258074999601,0.26604314430075104,0.5227263354022943,0.42197180110293614,1.0,0.9425684207339006,0.9331996831636427,0.07140546809339107,0.04489066039550053,0.21772424074081467,0.16863062434490897,0.9779641874994739,0.26641940508864453,0.48895097790195563,0.6170183634207527,0.0784126301367677,0.07759833898155297,0.17435897435897424,0.10256410256410198,0.5541246084232513,0.1710759455000912,0.11577816635115135,0.21979974320399803,0.07491078826242242,0.04060566316922272,0.3791175883409862,1.0,0.6304691678396652,0.7977197300459157,0.3276288001480633,0.5199409828637797,0.7027027027027027,0.7198297472877974,0.5945945945945946,0.7417417417417418,0.0,0.3918807915477234,0.15349936560467903,0.24455064954051556,0.5426740367253353,0.5815495099186897,1.0,0.38440160988817257,0.2692159931787673,0.6786824221772209,0.5047362690033228,0.5961704966326683,0.8067612907963726,0.5393541660253014,0.40817182659578655,0.3762015796492752,0.08190102808740038,0.12877842830051575,0.39103695815968204,0.9214691723879299,0.3910808946449328,0.5178289774318608,0.5573248407643314,0.2876596543951919,0.5530012771392081,0.32568149210903863,0.5479949699594812,0.37531276063386276,0.4511738957421413
3.0,3110.0,0.5235123743917821,0.34450085559956944,0.5235123743917821,0.8270390340206221,0.9100558331848578,0.6585333909788501,0.19404635749239818,0.4399681897543894,0.5598525446284068,0.5692307525951561,0.5210155955761182,0.4244607151233467,0.3729414461937822,0.27571604139741357,0.20184758503886963,0.5304932053923472,0.527176436838516,0.3336173920245753,0.38231182417012527,0.46825624736405597,0.146536215562358,0.561008701546957,0.03714101203036022,0.201818312882762,0.6404292923283855,0.7219107280373287,0.02251302782944339,0.36775769927306867,0.18033054964021578,0.8737996740066923,0.32507225834969095,0.2843666965578868,0.2289792795018178,0.2928596564567295,0.5044247787610606,0.49495258888080695,0.42253617641020713,0.43252709922950755,0.7081731684025376,0.2843666965578868,0.3185468685168968,0.4765652400705947,0.7687369282771355,0.6111254158019682,0.3157113740591263,0.6111254158019682,0.7137948996091896,0.46134779852104696,0.5201831760368045,0.4089193723214823,0.6399074431532574,0.3925456703336874,0.722097516912163,0.492965804756337,0.5014882186784023,0.039583331523171686,0.29440227853661416,0.35012836639779993,0.4794914163313773,0.5025036139963575,0.26512160701236026,0.4407558397580263,0.3398412575146843,0.22345144078640547,0.3474915179862878,0.3194154488517739,0.08350730688935198,0.03759718115606581,0.13928939195205695,0.047133073984288974,0.26844018742033265,0.21057543519161437,0.43960547020810814,0.6805749650628867,0.5659979177782766,0.47830773471522897,0.7002449201185792,0.4262768455230613,0.7500503358230283,0.6902654867256637,0.6599703633328515,0.2831858407079646,0.3549655850540807,0.28396792620704064,0.32849692299981653,0.31904299104801986,0.9089167305037906,0.5430784834008162,0.46613699247793267,0.6114473606564732,0.36225538244585037,0.830855667257226,0.6052181708220071,0.517805066290699,0.6397367259759642,0.5376960673028509,0.2765918800129746,0.37987501430566806,0.38788929661300836,0.21453720631743836,0.45240403416213376,0.4994779116100259,0.48895607114485,0.5670920178985308,0.6839576055071569,0.3749743168276146,0.3580954169797149,0.3614303959131545,0.4343103094896495,0.4122637178386802,0.38365304420350405,0.3747711898129728
4.0,3110.0,0.5294211897946184,0.42068497361970825,0.5294211897946184,0.7380548121042948,0.3576844791652628,0.2598234681470305,0.3265820972802887,0.45711199913186146,0.6494493965427313,0.6342594131457812,0.6087551192258027,0.5617675113498962,0.5188536321612582,0.32310146502817705,0.04057432554078831,0.2915651706076596,0.8771089991275361,0.11687083255354154,0.3231890102765656,0.2505491666353858,0.0,0.511720320946454,0.0,0.2647259729239428,0.25027517335331784,0.6077834989095725,0.2090016603160452,0.37494466043805236,0.5267449353749539,0.2598079182255607,0.2286430332830091,0.23621091223307944,0.27336107367417867,0.3182032805731774,0.0,0.15535451375678735,0.5613619489465999,0.26074834216019,0.5171060929077198,0.23621091223307944,0.2813172186908658,0.17027223856136012,0.41903932056716325,0.2737938164677882,0.20631953953176613,0.2737938164677882,0.5632442209013636,0.3276017352861016,0.23759194086192043,0.1340169012135459,0.5178568690123647,0.4706781404206687,0.33184404981444293,0.6066749549113803,0.6423416278906524,0.3851402195483523,0.2589388838221746,0.25809866472697046,0.19480203874313243,0.536202005071701,0.3092368094778909,0.547263371312457,0.6319253196798675,0.3413049749256647,0.2026563763580741,0.6071428571428569,0.0,0.48238526179702634,0.44678316123907863,0.20157805748638005,0.0,0.31671613204261045,0.16094730240484414,0.20143741265721699,0.37554973550430515,0.20775496521378656,0.6443331843256748,0.016056218549097032,0.1274463548149925,0.3571428571428571,0.41348974569588365,0.8846153846153846,0.1623931623931624,0.10471720290514416,0.16825244545207318,0.22815018069754822,0.35720364108517605,0.5221628461068113,0.1957114315333183,0.614712012271535,0.29496100019067883,0.7033607293029434,0.6800743754771112,0.5757460710004341,0.24747735343925353,0.7296325304975738,0.24941233110996383,0.21571426013319758,0.3076950515789749,0.6410330467609996,0.5791830366312596,0.1496106763311784,0.21241987203940282,0.5962909245273011,0.7691593331269627,0.2532360797205672,0.19938016528925645,0.18688803746275007,0.2703422832547651,0.15138026707119936,0.22518765638031757,0.1264623955431756
5.0,3110.0,0.5154346106690285,0.4292753185398944,0.5154346106690285,0.9235211895772951,0.472151915700328,0.2779673422483935,0.2692470747204345,0.146131119814303,0.5298635410769619,0.6627207654463396,0.5477982664501918,0.4271405185391229,0.7418320525941938,0.33333499553331547,0.23247733742683352,0.5081570573930402,0.7869355982476364,0.2715315107571446,0.3015806729531896,0.32049686280782974,0.026025069149460806,0.5963502339452807,0.03298151936917647,0.08912725680381192,0.30374485723946437,0.8657736741282204,0.14064067233793637,0.7111224086156323,0.22099448098146804,0.36557828950065163,0.20650492262097878,0.4602660386771775,0.09653308503996343,0.19240198360238622,0.44186046511627786,0.08390820207616992,0.31801937268402153,0.1906295148441369,0.40547697954860995,0.4602660386771775,0.3158827448178681,0.18847223490229015,0.45751348349450166,0.09368408382700087,0.23320344588443945,0.09368408382700087,0.26359924749510255,0.526735235804235,0.1017561547989901,0.21877978683361468,0.7242670691943676,0.4624207927899932,0.2287822074059304,0.8106779330643279,0.7697744201014387,0.1555589991230178,0.2919389650882282,0.3550994960253548,0.2479905813672948,0.6020254236253306,0.19241401478624331,0.590233680467361,0.6605726008386885,0.10193641917779836,0.2017556813520383,0.5666666666666661,0.26666666666666594,0.0,0.0,0.3010232325129944,0.2857396661651983,0.0707539912750136,0.1150573690745382,0.3970852465561988,0.4279114011903362,0.14707358977606932,0.6795222927297696,0.01802752250244207,0.06574148743876188,0.4534883720930233,0.2306953027686531,0.5348837209302324,0.14728682170542637,0.2040959832101586,0.20975104970960418,0.26657541314040445,0.4712733209137748,0.41158461867250234,0.1262813358944103,0.6197399249193319,0.5178756204254825,0.4743670950629151,0.4567450378142804,0.5012020413184598,0.37340172036073666,0.8652720550855917,0.3820690668420076,0.1734850738777813,0.1861232305005664,0.9337669539499553,0.2052240900979819,0.057171838479628215,0.24360338390486008,0.2403653339179818,0.7497014991376644,0.25118142592973086,0.1890495867768598,0.199659429544487,0.2969870875179338,0.2008822531387857,0.19182652210175194,0.18137684042976537
6.0,84.0,0.5276548467808765,0.3977855006375447,0.5276548467808765,0.8648820066253495,0.6360489353857262,0.4106159477900938,0.5531354645464719,0.5386188397727594,0.43849806826795135,0.5349152444057691,0.5503539898759049,0.3466213519011629,0.06512559582785586,0.6087376624637119,0.15693065322361147,0.2833793143365951,0.20752662099083302,0.16555489930651507,0.31312713023735156,0.7609043185003165,0.054833914352224365,0.515254095810268,0.027796365080291374,0.15587769199686385,0.376904436245176,0.775486236641744,0.08259637719549202,0.3304331424398263,0.4048055660497302,0.5366813134144923,0.7909637691075314,0.08704891057327797,0.42023919301284535,0.10885901703819223,0.0,0.4735771308403916,0.4612508700801414,0.36654166056686677,0.574526663147653,0.08704891057327797,0.19155240880253788,0.447968956924583,0.7483379953386197,0.5838745013346387,0.24000303798252606,0.5838745013346387,0.6135451134063197,0.3437340290733284,0.4345227278227556,0.8031319124924916,0.3010338074592887,0.6984511832458902,0.8187275193002715,0.20875198234804315,0.17233785362900123,0.0986937515642838,0.28766847897308967,0.5119817069339325,0.5292484795927829,0.43187190001417963,0.2917468816253508,0.2458624050822106,0.4599138788717015,0.22080090796635019,0.38238892675025365,0.09205776173285118,0.0,0.13002924024372178,0.12043252481053261,0.08150448533745136,0.0,0.10932254340121193,0.4848437393340007,0.3851068077460571,0.4802730668763673,0.3702915235913591,0.6962074343837293,0.49294502962344344,0.8641179841790552,0.3176691729323307,0.9620822214374463,0.1842105263157894,0.6666666666666667,0.4320961730112395,0.3977027650735152,0.6019635810739287,0.6349961951143124,0.8032784464787444,0.35906610870234684,0.7359731544799633,0.10680365058107473,0.9762358888872358,0.741671453356356,0.4436285838944068,0.612229677311896,0.42305076986829426,0.2862244330482526,0.3384509341590239,0.49910657333236935,0.09968217234321766,0.3241854665276383,0.7569762153557948,0.5177257199029235,0.6255824085391687,0.19854361060746775,0.45921512225190064,0.7938580015026308,0.4976585781183482,0.5449887271981962,0.6014890516776793,0.7589658048373666,0.5602069239952253
7.0,409.0,0.43717093410845115,0.4874932945768516,0.43717093410845115,0.618101696198651,0.5473708254872315,0.5648027226312545,0.5084086121944097,0.6911606447565256,0.22906988073707724,0.4981643756985235,0.3602101132451542,0.7404408234770998,0.0,0.57572058454986,0.14702850438268622,0.5231533039452013,0.25557178595262525,0.20259172376515758,0.18968772888840216,0.43129997456693164,0.08834963354546939,0.43994750553611167,0.013435838191114503,0.40421202658037525,0.41720007834544187,0.4747077061973376,0.07265026814931674,0.24063082463100727,0.2739253921076124,0.44075227793104643,0.5836366319169294,0.15268103933543387,0.5065128709534602,0.283887240511364,0.0,0.35660040381317115,0.7289258169082522,0.17380746630695226,0.40066177267037745,0.15268103933543387,0.28846891413483683,0.23214762144086618,0.49241216792990156,0.44163601313923423,0.14899982307381804,0.44163601313923423,0.4945385782152256,0.3628935169830841,0.25609172298558,0.6014724310808618,0.6345748726915846,0.5920170134460869,0.5402977516408106,0.3535280921268344,0.32645769012751513,0.2582809137469189,0.20823562998499806,0.14916972865599104,0.9229744018743663,0.40204400540660823,0.16780291987172358,0.1781787720552186,0.26746606553892094,0.22224509995159528,0.4178805900096728,0.09883720930232481,0.0,0.20940755550878573,0.0969761900363879,0.0656300652281229,0.0,0.07686237192456964,0.0911389634259078,0.3032541425434218,0.24926571826152433,0.2180970963715443,0.7335730376285474,0.29421714571374497,0.7647319811588428,0.4005602240896359,0.8512821767816179,0.3137254901960784,0.43464052287581695,0.25087855353499716,0.4504540020798362,0.41515226283614426,0.5459035591403562,0.7590321679753753,0.21837901935999235,0.4955849475472756,0.189036996812238,0.9989643370291977,0.6232126673607532,0.31557419822128724,0.42582732361631825,0.47966438057544464,0.19023313270631695,0.2879288235705722,0.41357402400607235,0.4159287504830728,0.5062958001462656,0.5041057262324741,0.24671375976867801,0.3445236452824406,0.49439113194475176,0.34826381754674346,0.5055409466566498,0.31885908897403153,0.3646238983398237,0.39629533523623306,0.5587989991659733,0.35805809789096726
8.0,409.0,0.4463362210840324,0.4803326320476348,0.4463362210840324,0.5292494548108896,0.5433327118245292,0.5859152796585194,0.6945363225771761,0.5860355152162962,0.21773051793089365,0.43746983737944334,0.37278643915944276,0.8498395083474214,0.06515260768842647,0.5855034352824136,0.03613694041086178,0.5336127559084719,0.26667979167868494,0.13207955246796493,0.21889630618403882,0.3302458646581163,0.03657110505117281,0.47925947538491687,0.0,0.4927739389123218,0.5853670604801312,0.38799005347376736,0.07375140515638182,0.2441246291695445,0.23432975429307115,0.4366234942260429,0.75122019671565,0.1359499236893785,0.5536708723833571,0.08191371579111498,0.0,0.29934475809798466,0.8881847341998009,0.1763936943411344,0.41046430622481545,0.1359499236893785,0.20545380223742918,0.23001077653508675,0.5145484242403023,0.40040173836823234,0.14584892719050452,0.40040173836823234,0.5657769197399853,0.2914804428499403,0.24667881304555492,0.7270073765245808,0.5406728682037807,0.670536346783305,0.5728123731214746,0.04624701076084946,0.018905612339281654,0.22083276904530058,0.12676519295157246,0.3358965033511716,0.6967335641556863,0.4664182068588101,0.24206924440849964,0.06590698665268298,0.3881244544098283,0.14797222138712685,0.390494867132978,0.19193548387096754,0.0,0.17428112684279698,0.26903072074611234,0.07282820141443425,0.0,0.09942535148890408,0.026946935325903653,0.32920742663206226,0.279639753802169,0.2100237104764837,0.6833007808387656,0.28390261227785313,0.7124342354398757,0.4045261669024045,0.8640758179911097,0.3762376237623762,0.25082508250825086,0.24497027929317802,0.4862403603931434,0.487702301229164,0.5419230648096856,0.8737088645420842,0.20698072573574533,0.28095438222249736,0.1739752844103194,0.8716739213409163,0.6319624539319281,0.3581831376394667,0.4048003596588422,0.5094648315054559,0.21475736183504307,0.32504765950390274,0.20210311798029326,0.40504518346194573,0.42576225550626584,0.7086230585819614,0.17432309775004964,0.5526022825322315,0.2524948775777946,0.3544277789192522,0.7008827948910603,0.3784589186888037,0.37692150030743976,0.46456017086169465,0.6255212677231045,0.41138081973736607
9.0,409.0,0.40942543070734955,0.49043029140238764,0.40942543070734955,0.7798300354929905,0.6464276649545326,0.626222054344817,0.7184869266785935,0.5255761066052813,0.24201491580161377,0.553278922513463,0.32634438007092814,0.583223149902135,0.0,0.5696763994406251,0.060304793445571735,0.7390219126730964,0.3953584317998828,0.05060617175205634,0.23460831390951148,0.5074056681536793,0.07789128469821578,0.562601696030619,0.003290382438833077,0.2466450303387177,0.39790807703069203,0.6594692632404192,0.0394353188624714,0.5562803594798378,0.25619296920687623,0.5475559392855363,0.5708218794381402,0.1521063164847302,0.4471639716460202,0.251552593426093,0.0,0.22848297962543535,0.7296827781661871,0.15032037564101455,0.40975369936448214,0.1521063164847302,0.19858217966377353,0.27534667253663364,0.5109677588867026,0.4042902391714203,0.13813180986179377,0.4042902391714203,0.5629472437390972,0.3058820872969481,0.22305041701366515,0.512017767500637,0.4851092283884683,0.7005907545230111,0.5916828789025713,0.4177928946610659,0.3819842022719294,0.07834998877424593,0.17818415313396657,0.1855023559200703,0.5389809958629741,0.6894086223181802,0.2906024021943264,0.21818178647798958,0.43728653700501613,0.06997923513350016,0.2596969582620636,0.2528604118993134,0.0,0.08242128042908788,0.30535294620153736,0.3099781570499949,0.14711996541686442,0.07764604672665606,0.09565527248344467,0.5148732281892594,0.29205410643739077,0.1942926091984099,0.7897457270834534,0.2435991149321655,0.6959186155077349,0.3137065637065637,0.8999391954599276,0.4594594594594594,0.2567567567567568,0.23637510837069156,0.5136014614717558,0.37160251733009736,0.6447174147993893,0.7443610561921484,0.18908868015530772,0.5292438244863809,0.18084410869895273,0.9876911840252734,0.6935031247701094,0.352209297148908,0.5013509997022303,0.6548937733691962,0.2922295834766028,0.2788452996767415,0.35448912098871527,0.41974276894792717,0.4662996761473637,0.5562233615160267,0.23526701616174425,0.3910808946449328,0.5333067999233482,0.29073351140332854,0.5158715251690466,0.2762877820349085,0.3133838901414222,0.32982694265354656,0.46705587989991804,0.2713091922005573
10.0,409.0,0.4861313406146163,0.44080299123746736,0.4861313406146163,0.5255264954831937,0.5798086654804511,0.5678136623662621,0.4638966907059012,0.6098937418757422,0.16574841577812513,0.36366675366780854,0.3996129521407586,0.9102424074615499,0.0663637250261165,0.7042001284393168,0.09846856037844846,0.43674415561130037,0.17729903994129725,0.16870233085226638,0.26679657233815823,0.2373915958850392,0.09312730701138479,0.3998800351805557,0.0,0.49616486103842494,0.3718931582311409,0.38454194093327976,0.07983265852520134,0.4627480190665752,0.37676980731725146,0.4751544833434527,0.5382598954144316,0.22947261554752657,0.32223175227055867,0.04309002757761752,0.0,0.2893607326256202,0.6685402939103577,0.19724930246293637,0.43696151118640336,0.22947261554752657,0.4060980023613323,0.1786872906329729,0.4296884192345515,0.37709875219524275,0.1918254365596345,0.37709875219524275,0.6028642845084763,0.4357816826173656,0.23672552068979108,0.5517658867306064,0.5611041163179022,0.6391185285598587,0.4176115894326381,0.28369486967704816,0.2568922158147805,0.5973496797291893,0.179702772273177,0.22964103620776144,0.7215204273149156,0.40879329043832885,0.21671203030532507,0.1394618830193293,0.4106436207066443,0.1304647003128818,0.4389735387778998,0.37713310580204734,0.0,0.12292866739764986,0.22771200936872335,0.1541074569179156,0.07314155277266078,0.03038206875028465,0.150963175280591,0.2753044519864244,0.24028209914872486,0.22086841082168185,0.716321356197333,0.21762791475467824,0.5718395409188065,0.27083333333333326,0.7006514264176169,0.14583333333333323,0.21990740740740733,0.2795112226481076,0.36088134051371296,0.4587854338536087,0.5785803259378626,0.6712375306085344,0.2221584696139815,0.41424475634118185,0.3086826427545992,0.9990936340216905,0.5856495889665033,0.3484349091898013,0.22883732373012178,0.38086037315091104,0.164062103733928,0.23452204654426015,0.3027352925336658,0.5366223611143217,0.4956493498731767,0.3366005297808867,0.24764255256134587,0.19379455047137295,0.48392517578384137,0.3729196630367784,0.5271412471825703,0.3444018731375053,0.44250871080139353,0.4048783408850484,0.5170975813177663,0.36601671309192235
