embedding_id,compute_herdans_v,compute_brunets_w,tuldava_ln_ttr,simpsons_index,sichel_s_measure,orlov_sigma,pos_frequencies_pos_frequencies_ADJ,pos_frequencies_pos_frequencies_ADP,pos_frequencies_pos_frequencies_ADV,pos_frequencies_pos_frequencies_AUX,pos_frequencies_pos_frequencies_CCONJ,pos_frequencies_pos_frequencies_DET,pos_frequencies_pos_frequencies_INTJ,pos_frequencies_pos_frequencies_NOUN,pos_frequencies_pos_frequencies_NUM,pos_frequencies_pos_frequencies_PART,pos_frequencies_pos_frequencies_PRON,pos_frequencies_pos_frequencies_PROPN,pos_frequencies_pos_frequencies_PUNCT,pos_frequencies_pos_frequencies_SCONJ,pos_frequencies_pos_frequencies_SYM,pos_frequencies_pos_frequencies_VERB,pos_frequencies_pos_frequencies_X,yules_k_characteristic,honores_r,renyis_entropy,perplexity,burstiness,hapax_dislegomena_rate,dugast_vmi,average_word_length,prosodic_patterns,compute_inversion_frequencies_classic_inversion,compute_inversion_frequencies_expletive_inversion,compute_inversion_frequencies_emphatic_inversion,clauses_per_sentence,modifiers_per_noun_phrase,coordinated_phrases_per_sentence,coordinate_phrases_ratio,sentence_length_variation,clause_length_variation,dependent_clauses_ratio,subordination_index,average_sentence_depth,compute_average_dependency_distance,frazier_depth,branching_factor_for_text,compute_hierarchical_structure_complexity,compute_yngve_depth,long_word_rate,short_word_rate,lexical_density,calculate_embedded_clause_ratio,ratio_of_stressed_syllables,pairwise_variability_index,compute_zipfian_loss,frequent_delimiters_rate,preposition_usage_in,preposition_usage_of,preposition_usage_to,preposition_usage_for,preposition_usage_with,preposition_usage_on,preposition_usage_at,preposition_usage_by,preposition_usage_from,preposition_usage_up,preposition_usage_about,preposition_usage_into,preposition_usage_over,preposition_usage_after,lessfrequent_delimiters_rate,parentheticals_and_brackets_rate,calculate_cumulative_syntactic_complexity,average_syntactic_branching_factor,calculate_structural_complexity_index,lexical_overlap,analyze_passiveness_average_passiveness,analyze_passiveness_std_passiveness,ratio_of_cleft_sentences,calculate_noun_overlap,pronoun_sentence_opening_ratio,calculate_fronted_adverbial_ratio,rare_words_ratio,summer_index,dale_chall_complex_words_rate,guirauds_index,syll_per_word,average_sentence_length,normalized_alliteration,tempo_variation,rhythmic_complexity,complex_words_rate,detailed_conjunctions_usage_coordinating,detailed_conjunctions_usage_subordinating,detailed_conjunctions_usage_correlative,auxiliary_infipart_modals_usage_rate_1,auxiliary_infipart_modals_usage_rate_2,auxiliary_infipart_modals_usage_rate_3,auxiliary_infipart_modals_usage_rate_4,sentence_type_ratio_simple,sentence_type_ratio_compound,sentence_type_ratio_complex,sentence_type_ratio_compound-complex,figurative_vs_literal_ratio,flesch_reading_ease,GFI,coleman_liau_index,ari,dale_chall_readability_score,lix,smog_index,rix
1.0,0.7401630198677853,0.23581435308261403,0.7401630198677853,0.8768400351232044,0.40155803019191133,0.12326377863708252,0.6414990828410666,0.5816013550812815,0.3416663719340776,0.5888491900415606,0.3244109408932056,0.39844976269893523,0.0,0.7475037592577536,0.08638118382558203,0.32793335963188874,0.40848546952933495,0.10678866566071844,0.11691531924759242,0.45696342426193315,0.051744679740829955,0.6308536568658066,0.0,0.10979413344527866,0.3684520202918341,0.7931393013108219,0.32873897046932904,0.272847032073011,0.542541177129088,0.30031873607516313,0.7455990205068833,0.09029438638896281,0.45745418876732,0.42792854973634187,0.0,0.3959987890692822,0.4284343753479829,0.2188435062125375,0.41158097414819667,0.09029438638896281,0.1631189880888044,0.3574346036024038,0.6831832679473824,0.5524454467245671,0.1890532497426919,0.5524454467245671,0.5977244732095349,0.3735296098635536,0.35626310849329945,0.5904580581147523,0.19392544739369671,0.8414793542261547,0.860436529278792,0.29581023820669755,0.3368163103208065,0.31025747880503435,0.1267067296703054,0.4037532322719623,0.5702304068573855,0.38259506462675735,0.11100808545360187,0.19645351790703566,0.2722139838620966,0.07351184075322004,0.21824532838561858,0.6538461538461537,0.0,0.8658197006613307,0.16038369890633616,0.6512521857252289,0.0,0.11254202931443567,0.0,0.10760630864444,0.4098556544020496,0.3213630043797727,0.4140744929280795,0.5760133607251297,0.9510766055978498,0.4482758620689656,0.8868277796926077,0.4137931034482758,0.29118773946360155,0.30728981588353554,0.17490656521929862,0.5768361616560119,0.40231624079017125,0.9284523568990081,0.3134817701895896,0.306690449580231,0.11198486834608756,0.995068495510376,0.9118406157659824,0.25388846961247896,0.3890598425207354,,0.33508106146475114,0.5570794203078218,0.536563903506198,0.33641992367473655,0.1567416227189904,0.3271417403784236,0.8467235881082193,0.39737035620694194,0.35640377098183523,0.4389657866419024,0.45305116087939185,0.6464124718256958,0.4423158790974882,0.5654847304775567,0.46356214694904174,0.6255212677231045,0.4368483883804222
2.0,0.5600419833871119,0.3899611080378981,0.5600419833871119,0.8827120911785882,0.47711068798108713,0.2641888812767009,0.5880553983644206,0.5592260973046939,0.5317284579440652,0.5683687363979599,0.4198407719622126,0.5529541034390475,0.0,0.5569893782165269,0.11089386964882353,0.5047745344468147,0.383180826237623,0.15775282729593812,0.17697764596747714,0.32655194328854814,0.0,0.5457664994523133,0.0,0.1274028183607144,0.2953692008996555,0.8019434127508442,0.16051761373048584,0.23672842808293096,0.4114391649920582,0.3706840637954997,0.5887666037846083,0.13422145949821884,0.14453721591820376,0.2298134804139613,0.0,0.34548066490877,0.6635567364999926,0.2605050508203538,0.48045582230316725,0.13422145949821884,0.18646118381276736,0.2890179733496743,0.5936284908246086,0.5151888527213206,0.19676196554309158,0.5151888527213206,0.7010097393651029,0.38676411327975696,0.34106646550703956,0.556611684732634,0.2884552435271277,0.7040264303618844,0.684331820480594,0.4348455209876315,0.3818898240660643,0.26899598006542563,0.0639007397016947,0.503922689250273,0.5361251621692845,0.2892182139878577,0.3341927625234752,0.21506490381401797,0.1490013385350421,0.3219044816141006,0.47784240320219723,0.357894736842105,0.21052631578947198,0.1895689449869007,0.35115588813176696,0.0,0.11279197348626187,0.07793059897260927,0.42242562464731026,0.20143741265721699,0.35809584694229474,0.30056626997742314,0.6457157712024206,0.5634476917103527,0.8695790761854382,0.3095238095238094,0.7932076706171839,0.2962962962962962,0.5082304526748971,0.2678004045495147,0.2855456056452188,0.4747636709613503,0.4764947806816895,0.7329108623808742,0.2961216923657679,0.5809443026369456,0.17881197549777533,0.9999222348263253,0.8181954977374105,0.34642356007700525,0.5220142539903497,,0.39860622807143486,0.3647128300821275,0.38216347873727424,0.5777323162611938,0.3086455410330739,0.5559792347540143,0.42663268144185723,0.37220398597802556,0.30624324025105837,0.4360176299768571,0.4088761043764127,0.5271412471825703,0.40825883354618986,0.4753023160483704,0.4485917882592475,0.508757297748125,0.43048149621965814
3.0,0.6149667479131328,0.3435672008489206,0.6149667479131328,0.7128832328900371,0.3906681478703478,0.23054239466153423,0.47273629600255074,0.7779704554412462,0.37052148424445497,0.430412275729973,0.6692999914206694,0.5732726077747998,0.0,0.5000315129995307,0.06647411093931103,0.45889962588369415,0.4297506534132529,0.19995449019452566,0.17393463349406085,0.39254984884912913,0.0,0.5283275477443395,0.0,0.2857638548522609,0.39973898734846003,0.5780867714932417,0.23829710281611394,0.20840333000115263,0.4800772189534993,0.28966387694687284,0.6656879747307426,0.15115407648957346,0.08124875091599536,0.0,0.0,0.5037979475601819,0.612120375643615,0.4890164417615242,0.7165871313601075,0.15115407648957346,0.36490835654974746,0.34067704301151963,0.6557942817850854,0.7412924239123712,0.25950562199214294,0.7412924239123712,0.7046905943503272,0.6225862861234711,0.3426705949966645,0.6564904061373471,0.41919440516759376,0.5875459662186877,0.7980158533862802,0.3805464846443879,0.38194206994840424,0.3268504315874787,0.10968900465263529,0.3631439929564312,0.47487910714380605,0.29783447811997565,0.1560113633401973,0.4141452539661839,0.6694992576067792,0.3615987842455694,0.6134463284352526,0.2297297297297295,0.0,0.24336553748318496,0.11270205869093812,0.15254555701671924,0.0,0.022052853950298164,0.0597691454192764,0.12158115392293871,0.40827577655807457,0.40458763824505906,0.5226758292741823,0.4799990837832195,0.7663925620628468,0.34821428571428575,0.6697993450177613,0.5625,0.32986111111111116,0.18461059949610883,0.22584745005943302,0.5717512340276858,0.3906355161625802,0.7791074740128726,0.40222143187143194,0.4349531726800553,0.20746409345787437,1.0,0.7006971469425263,0.6113459349633166,0.544968343497748,,0.4069462547259583,0.3572539094187798,0.33044269310422286,0.21095107633551077,0.0946980637260568,0.4956493498731767,0.7533207746116652,0.4055373273148836,0.3875891009427458,0.3671781718480522,0.5547565235257861,0.6257513148009025,0.5274584929757343,0.6064767370362779,0.5833250164673957,0.7256046705588012,0.5832869080779949
4.0,0.5298420273234042,0.4203171610472948,0.5298420273234042,0.9048623961512008,0.3589348834396126,0.20215091032036483,0.26734063012076503,0.5474101335032707,0.26005031820108293,0.6032233626597672,0.3455763346093461,0.6071087677413264,0.0,0.7877012879839846,0.21586642406591117,0.4435396654110908,0.3574839363410445,0.0916001624173763,0.06732916238197541,0.5027199071441878,0.07263009413375653,0.7181635121996855,0.00920439766250121,0.09737811453128271,0.18658413951873684,0.8359958441430091,0.21453078906580264,0.12677606979609488,0.5831982331770933,0.2609062392481641,0.6200573094143921,0.1600313953793794,0.21269402438212087,0.10341606618628268,0.0,0.401718744417779,0.42360650300160396,0.2456399499563607,0.5355311136435097,0.1600313953793794,0.13091201644872472,0.3974786444949061,0.7137558708001936,0.5855996292532988,0.18800283183489647,0.5855996292532988,0.4904188399908537,0.4853277384274368,0.3208471897542572,0.5325678137579942,0.14450836865216454,0.7589379780761039,0.7822749872916467,0.4628538036459123,0.5126723438573797,0.22642215860939396,0.07131643914300427,0.28383205138243617,0.5786811065062368,0.2963564263096628,0.4878101783313214,0.38368386595928106,0.29905198227103574,0.21535863206577138,0.26640274826413574,0.5387323943661968,0.140845070422534,0.0,0.23492823501773183,0.31798228786583954,0.0,0.13822089432275628,0.05351652476998001,0.2074266320622879,0.5326347325623983,0.34964215560474116,0.6735511246700496,0.4819668675509335,0.8518147290431282,0.3714285714285715,0.7808668380572414,0.55,0.10555555555555562,0.249430657900445,0.27057040582153835,0.3701394834667214,0.3584526025737033,0.6397951807231346,0.33225065660494624,0.7723022014040132,0.22287327325494496,0.9059235747490925,0.8118351244913453,0.41749279066445744,0.2466470109583261,,0.48788299071043106,0.6042188350860013,0.29587414118969585,0.5430382886598144,0.2651545784329589,0.2784617643021615,0.5727420018516614,0.5097478786522185,0.31007128075419665,0.5142911894338067,0.45510581467022815,0.5327761081893322,0.4636015325670497,0.419963107194097,0.49769456476177265,0.5838198498748975,0.4726621567847199
5.0,0.6891164296301736,0.2363374640552474,0.6891164296301736,0.8806269414460411,0.8896231297241524,0.3958861416680444,0.2424807314101564,0.2766374978533638,0.26740959758000094,0.2729013621582016,0.17460312944920892,0.2872649284386283,0.1195456142593693,0.3202893518643146,0.07959375361727598,0.6793068519638201,0.5580582503378594,0.33659288960792266,0.4641171020963316,0.7578194200573161,0.0,0.7005768401579476,0.5187385574573147,0.14160295322386818,0.7809344869351181,0.7988066932509704,0.07362375115250054,0.2020081043672862,0.28884754230582127,0.8475951094098781,0.5690294455553521,0.08090552066358908,0.08404545886208305,0.08801367335002759,0.0,0.3440729532815106,0.2735679662132742,0.11972736405044186,0.29399584181615657,0.08090552066358908,0.11788688713612216,0.48771664968837125,0.757467676216764,0.5683972898658088,0.17763898628409577,0.5683972898658088,0.6624387153069702,0.4475804588073466,0.2734698480295583,0.5770965084038755,0.41490588826209995,0.4248999836023499,0.8465780998484471,0.5166547261437121,0.45676308927897674,0.06424287520472126,0.31896279827681273,0.4261792301029276,0.35279768878780715,0.6264428983596301,0.1938499402697229,0.4574141610969792,0.13204409664952438,0.19968888085203068,0.705768474878867,0.31716417910447686,0.07462686567164,0.06719794691699729,0.062238450321860386,0.08424157626296305,0.0,0.13682335755693534,0.24721864943210178,0.5188660411259732,0.5192657966425606,0.30502491649220587,0.5071941166526679,0.2357008224085059,0.5931559222733366,0.4346504559270516,0.7722019981747289,0.4680851063829786,0.5165484633569739,0.5207113860605279,0.23177589521770786,0.732701538462762,0.8893406810915678,0.5864687121313452,0.285989157005688,0.3732309645912111,0.10112891196533791,0.9548619604262231,0.5768188801177481,0.1405926267399569,0.5069906020430042,,0.2433166465088194,0.31195522540276066,0.22365579539494984,0.20722852832749739,0.20954465164914685,0.22994113348310494,0.6070253695114984,0.5758621162511466,0.4178265485340237,0.4883474107814091,0.40938976782412173,0.6417167543200611,0.3912303107705406,0.6987087517934001,0.47354238607557125,0.508757297748125,0.39625945085555153
6.0,0.7034448128014379,0.23063018922144152,0.7034448128014379,0.8652779127169361,0.8648780434568032,0.3757327207308231,0.3371021730197772,0.3818339536205817,0.31148571138702086,0.268256079744565,0.2532188925947878,0.5184247352531556,0.12933959418429075,0.2815373496242552,0.04966908891532683,0.3574057618293114,0.42280857257446297,0.3163066501469676,0.34227018505891843,0.4927729878739851,0.01815004822527178,0.6375492992384139,0.8740577870863224,0.15561055452556774,0.7489344531768752,0.7760648891115579,0.08434382390345646,0.26092713224623026,0.3099324753680073,0.8150428796931443,0.5178821957821327,0.058697959874075424,0.1549863433482121,0.1008937231085684,0.23170731707317063,0.3404089791157871,0.5371414111077157,0.1708670269285013,0.4469101550124718,0.058697959874075424,0.22359157536784272,0.32974773757704684,0.6526361266293392,0.571742504183086,0.2078717910475213,0.571742504183086,0.8957744548071497,0.4368029649236512,0.3242604949788641,0.5020611951245905,0.4260706283376688,0.4172365342608398,0.8037747068355362,0.42689102438962534,0.39688125375177136,0.19075207483788775,0.17294984579075773,0.43118954970426004,0.3953733586945827,0.585832317700842,0.47741823217639345,0.3840444710964612,0.1596442912875456,0.11496588629075025,0.42664500285910445,0.3515037593984961,0.0,0.0,0.1881192257848757,0.0,0.0,0.10855742061907094,0.16048347732586948,0.3691355559992014,0.41769449081257404,0.3264500893582533,0.49270316145475257,0.30889788544417995,0.7172841207737087,0.3170731707317072,0.6065902026375691,0.2926829268292682,0.540650406504065,0.44046329114417515,0.21595582345502307,0.6830854096800314,0.8646768689408607,0.5891270261634843,0.31817338196520834,0.4443931261169688,0.07665861137156285,0.9801616308237213,0.6968526015764492,0.28952793985199593,0.4526896900558417,,0.23098919714089294,0.28422121552588875,0.20164931737955474,0.20060544151934334,0.20325438068031693,0.3499747497950566,0.744850850936243,0.4043819996947358,0.4537628498841902,0.4644673417945431,0.41606739264433956,0.5215063861758084,0.3742017879948914,0.6823119491699117,0.4306273578314945,0.5004170141784836,0.3747711898129728
7.0,0.3218921156514088,0.5800512226157115,0.3218921156514088,0.6787059915124122,0.574845180375303,0.761304053525129,0.33371851360112564,0.4154095574240615,0.3099346878057481,0.7573070304868221,0.29832048528413047,0.7950055227307364,0.0,0.716814334010558,0.15241013427522823,0.2929004143323696,0.1457394018248752,0.0809075276637276,0.2416285264163278,0.4321473995394191,0.10764465660681036,0.6474051852209001,0.0,0.34919223133474653,0.2264856276224826,0.5393507595150556,0.0312645572360778,0.608972536866981,0.36609124278706245,0.4689125668975992,0.6040147386754,0.06141091409206257,0.5178887972574925,0.14264284991211382,0.0,0.16817834527445585,0.5012270142270608,0.1128355968963138,0.32674018099269975,0.06141091409206257,0.11403224124522524,0.23672213250616478,0.5421559408748263,0.3188591607266848,0.08451128269529246,0.3188591607266848,0.4447568176783437,0.17252723335228284,0.21011075505825563,0.5949447533593608,0.4354220608920224,0.7185363032552838,0.5637121569201843,0.36642677885257025,0.3271682065245813,0.45359371211747274,0.1759741609331489,0.39762040837533125,0.3629577918337423,0.4686304671284959,0.34484589662989074,0.4422330273231977,0.18383282027050657,0.31772390393080047,0.47163665770606455,0.3532467532467528,0.31168831168830996,0.09355350531820976,0.30327099429561655,0.11728177890116483,0.11132714266176383,0.15608107809424943,0.0,0.5208624475943302,0.237724201687051,0.15757567225730879,0.8886494173830345,0.6366301480524132,0.9410914363122717,0.2348111658456486,0.946404212740605,0.24137931034482762,0.24265644955300114,0.3011288006928868,0.6362590129977338,0.28789674083964717,0.5727148332522257,0.6554033458453296,0.15501858470528854,0.3726218319899648,0.08541236465218337,0.9988524181768909,0.6264632695327867,0.3155404772755871,0.40399027431501844,,0.8356809274543964,0.24582609845971054,0.4872371234458641,0.43546574602194943,0.3918540567974762,0.389551966117221,0.5912629016219181,0.29283312602528944,0.27324289108607364,0.5781187812320349,0.1915964659954798,0.5262021036814433,0.2294593444018731,0.20270547243287537,0.3034791113595087,0.40867389491242817,0.2474333465976922
8.0,0.6508739826808261,0.3090712614407544,0.6508739826808261,0.6211302781486882,0.3467760682965756,0.2065629164448845,0.4402030312023351,0.4410165723425915,0.35166698628819426,0.5017083962688451,0.04840562093933837,0.8252243530663976,0.0,0.5505220118198673,0.3077105874935291,0.28408914704861044,0.11470338133473976,0.22615944107117192,0.2394902200156806,0.3278573112127815,0.19725488652881404,0.7921660997358326,0.0,0.36894807200919044,0.363701033723798,0.47782453516904366,0.29715176309184244,0.21489504657074893,0.6534312835433169,0.2510038509413989,0.5963994461594426,0.0763955912985937,0.6228032775964323,0.1654657058980523,0.0,0.15077403669270514,0.6267310836677389,0.0014095055483720734,0.20723074416943757,0.0763955912985937,0.082143262178037,0.1753212698043278,0.4665506838524342,0.1966407878594057,0.0817640853162911,0.1966407878594057,0.3708367552174719,0.22870622854116748,0.10537177023539022,0.5250744386321907,0.3117379512611597,0.696410196963661,0.5052357440260977,0.3856311321073269,0.3281527858116449,0.4974993088365018,0.26410026450314555,0.07871356575050677,0.32405911160073375,0.4659410526829954,0.6047297607567649,0.6486084400740234,0.4044322045951153,0.21843518395242506,0.5764448038629681,0.24285714285714227,0.0,0.17151475975005392,0.15885623510722804,0.8600663786085576,0.0,0.026813704970887246,0.0,0.08564583749251346,0.15144180636809212,0.09008151199147044,0.4814974198755551,0.6244344123334312,0.9874529711248027,0.18571428571428575,0.8030803366651376,0.2,0.2955555555555557,0.4047630958585807,0.1893235586542427,0.5338726495424239,0.34713710578516654,0.669212495355801,0.09113547385590909,0.293430920666542,0.0852697053332599,0.9990413580126779,0.7515506201096678,0.2089668659084256,0.15655001728220122,,0.9176306808477581,0.19305741960636885,0.1095763292874569,0.09618448824525833,0.6666743686314397,0.08299293728824786,0.5171793025408907,0.2823794030071242,0.04134283743389287,0.6275004053715416,0.1741319087733717,0.4595229151014281,0.1485738612175394,0.5203935232629636,0.18231900836344087,0.3669724770642212,0.13282928770393962
9.0,0.3451923697595689,0.5800758076594191,0.3451923697595689,0.7309165880963744,0.4835758067358833,0.5750754723765741,0.40478075581094924,0.461998535718994,0.3132199720344418,0.5030643000864954,0.15961681893558655,0.7499972636478374,0.17255540513014947,0.700781675336912,0.08868838179929421,0.3374817707641995,0.19735984253090702,0.2054440312637919,0.24672400008851103,0.5114671498894651,0.20985868649193332,0.557905307972855,0.004091592369929193,0.29252472216673125,0.3582871167543847,0.599256570430357,0.06206370824942522,0.6191647263983522,0.10138177262219722,0.3757712482932399,0.5718637694459985,0.06873148890972675,0.20838434328487074,0.3390690694632215,0.31147540983606536,0.20292925797038097,0.46872548161247746,0.06938973242245167,0.29174606771062356,0.06873148890972675,0.17725190299458596,0.2327643465685831,0.5061140626880065,0.28612496411672245,0.1761405633360311,0.28612496411672245,0.6697003748512635,0.16935688308354663,0.2462184393348616,0.5807612717912548,0.378036530503576,0.7013632813597311,0.621253668553101,0.331596338475553,0.2942817707085049,0.32603585313448,0.2718575301738713,0.4643683521805272,0.42854277594753565,0.3930141400445345,0.4027270076921375,0.4072657646976425,0.23513500267157852,0.12699719997234027,0.37703511880571994,0.33887043189368693,0.5315614617940179,0.059830730145367335,0.3324897944104773,0.07500578883214111,0.07119759123717531,0.22821594959478292,0.0,0.39109602715112796,0.2682512402460447,0.1820439174033972,0.8031906894860775,0.40435231435224445,0.8269271640585792,0.15222482435597173,0.8943620358626122,0.3442622950819672,0.4672131147540983,0.3779711659158377,0.52849523484464,0.29685043024487345,0.48167386327729506,0.6993503740203326,0.17824719710395406,0.4095857761330498,0.08393703315746312,0.995096881835823,0.6780470624719358,0.21890252215706094,0.43868510770020325,,0.7010387360891368,0.09479677762436538,0.2510906879095271,0.2833761964193928,0.44709905496892366,0.326527869305583,0.7248562770139344,0.19043805219981821,0.3049881450041277,0.5377290349209158,0.24501746455722218,0.5205672426746814,0.2762877820349085,0.26419348227095707,0.34120441525779016,0.45871559633027664,0.295980899323518
10.0,0.18618644921028135,0.6736954317200146,0.18618644921028135,0.48345527227246665,0.0,0.18266092594101266,0.9170915695557049,0.3146418259337065,0.34957768759437075,0.914045090085258,0.4535754972102043,0.773879049389786,0.0,0.4716977593620403,0.03301385062232673,0.627775902741893,0.3561378213619517,0.0,0.11506827245893772,0.8961547724719165,0.07614243029221081,0.39936845921414027,0.0,0.4798240649275043,0.16791465502079342,0.3465147678727149,0.42328121484282816,0.0,0.2029352006617973,0.0,0.4759320465042717,0.033274106026278547,0.3704283525414714,0.8273285294902616,0.0,0.21202155857814692,0.9411123036189786,0.1585367844681969,0.4801037785374975,0.033274106026278547,0.10638216903252379,0.4116159319752156,0.625728644702382,0.39330537058665505,0.152374138345698,0.39330537058665505,0.7348800086199507,0.17596648763194495,0.27006080514805325,0.5376801754837806,0.4695869018111047,0.665797952074672,0.6815334442859924,0.22002452422164437,0.2583870485126611,0.18110676706653256,0.18749651453943275,0.3087447309225111,0.623345132191313,0.5280180287365195,0.18925968667499335,0.5582285754735442,0.0,0.1253316629235227,0.0,0.5573770491803273,0.327868852459016,0.5904606483198584,0.0,0.0,0.0,0.2070073596198199,0.0,0.08764224396087042,0.4069667349159237,0.20814618543347593,0.7186951233745421,0.22143229670559214,0.5867327934609851,0.22285714285714286,0.8623163329528604,0.64,0.42222222222222233,0.13900033853048233,0.3789472375871082,0.1396398718950551,0.0,0.7812085810098808,0.19322754802711326,0.7724008449991052,0.04862611784019365,0.9133214238036261,0.6890255835651181,0.39229578197202997,0.7764271723395891,,1.0,0.44713298737848667,0.5075711833315479,0.5445470681657395,0.363640564708058,0.21330548863085697,0.5616294619895073,0.46427418352319966,0.08268567486778579,0.6356078362004158,0.23679884939387721,0.3468256949661913,0.24223073648361004,0.10637425701988096,0.30487634483722287,0.4837364470392007,0.29677676084361343
